21;2021-01-18;09:12;WE
21;2021-01-18;17:23;WY
21;2021-01-19;09:13;WE
21;2021-01-19;17:26;WY
21;2021-01-20;09:12;WE
21;2021-01-20;17:21;WY
21;2021-01-21;09:11;WE
21;2021-01-21;17:23;WY
61;2021-01-18;06:46;WE
61;2021-01-18;15:36;WY
61;2021-01-20;13:58;WE
61;2021-01-20;22:31;WY
61;2021-01-21;13:54;WE
61;2021-01-21;22:31;WY
61;2021-01-22;14:01;WE
61;2021-01-22;22:26;WY
123;2021-01-19;11:46;WE
123;2021-01-19;20:34;WY
123;2021-01-20;19:54;WE
123;2021-01-21;08:31;WY
123;2021-01-24;07:47;WE
123;2021-01-24;20:32;WY
130;2021-01-18;07:31;WE
130;2021-01-18;16:57;WY
130;2021-01-19;07:31;WE
130;2021-01-19;16:37;WY
130;2021-01-20;07:31;WE
130;2021-01-20;16:31;WY
130;2021-01-21;07:31;WE
130;2021-01-21;16:32;WY
157;2021-01-23;06:00;WE
157;2021-01-23;18:07;WY
157;2021-01-24;17:31;WE
157;2021-01-25;06:07;WY
199;2021-01-18;05:49;WE
199;2021-01-18;14:43;WY
199;2021-01-20;05:55;WE
199;2021-01-20;14:39;WY
199;2021-01-23;05:51;WE
199;2021-01-23;14:36;WY
199;2021-01-24;05:49;WE
199;2021-01-24;14:39;WY
222;2021-01-18;05:23;WE
222;2021-01-18;13:02;WY
222;2021-01-20;05:27;WE
222;2021-01-20;12:47;WY
222;2021-01-21;05:27;WE
222;2021-01-21;13:21;WY
222;2021-01-23;05:24;WE
222;2021-01-23;13:00;WY
222;2021-01-24;05:21;WE
222;2021-01-24;13:24;WY
274;2021-01-18;18:29;WE
274;2021-01-19;07:04;WY
274;2021-01-20;18:29;WE
274;2021-01-21;07:12;WY
274;2021-01-22;02:05;WE
274;2021-01-22;05:56;WY
344;2021-01-20;14:50;WE
344;2021-01-20;23:40;WY
344;2021-01-21;14:58;WE
344;2021-01-21;23:39;WY
344;2021-01-22;14:58;WE
344;2021-01-22;23:37;WY
344;2021-01-24;10:47;WE
344;2021-01-24;19:37;WY
422;2021-01-18;13:13;WE
422;2021-01-18;23:00;WY
422;2021-01-20;13:38;WE
422;2021-01-20;23:00;WY
422;2021-01-22;10:55;WE
422;2021-01-22;23:38;WY
422;2021-01-23;10:43;WE
422;2021-01-23;21:51;WY
515;2021-01-18;08:25;WE
515;2021-01-18;16:45;WY
515;2021-01-19;08:35;WE
515;2021-01-19;16:34;WY
595;2021-01-18;06:00;WE
595;2021-01-18;14:30;WY
595;2021-01-19;06:00;WE
595;2021-01-19;14:30;WY
595;2021-01-20;06:00;WE
595;2021-01-20;14:30;WY
595;2021-01-21;06:00;WE
595;2021-01-21;14:30;WY
595;2021-01-22;06:00;WE
595;2021-01-22;14:30;WY
629;2021-01-18;06:00;WE
629;2021-01-18;14:30;WY
629;2021-01-19;06:00;WE
629;2021-01-19;14:30;WY
629;2021-01-20;06:00;WE
629;2021-01-20;14:30;WY
629;2021-01-21;06:00;WE
629;2021-01-21;14:30;WY
716;2021-01-19;05:29;WE
716;2021-01-19;12:27;WY
716;2021-01-20;05:28;WE
716;2021-01-20;12:30;WY
716;2021-01-21;05:26;WE
716;2021-01-21;12:55;WY
716;2021-01-22;05:26;WE
716;2021-01-22;12:58;WY
716;2021-01-23;05:26;WE
716;2021-01-23;12:51;WY
722;2021-01-18;06:57;WE
722;2021-01-18;15:39;WY
722;2021-01-19;06:54;WE
722;2021-01-19;15:30;WY
722;2021-01-20;06:59;WE
722;2021-01-20;15:30;WY
753;2021-01-23;05:39;WE
753;2021-01-23;14:22;WY
753;2021-01-24;05:32;WE
753;2021-01-24;13:54;WY
781;2021-01-19;05:55;WE
781;2021-01-19;14:34;WY
781;2021-01-20;05:47;WE
781;2021-01-20;14:32;WY
781;2021-01-23;05:56;WE
781;2021-01-23;14:44;WY
781;2021-01-24;05:52;WE
781;2021-01-24;14:29;WY
879;2021-01-18;07:26;WE
879;2021-01-18;16:07;WY
879;2021-01-19;07:26;WE
879;2021-01-19;16:05;WY
879;2021-01-21;07:40;WE
879;2021-01-21;16:06;WY
879;2021-01-23;07:29;WE
879;2021-01-23;15:56;WY
943;2021-01-18;22:27;WE
943;2021-01-19;07:06;WY
943;2021-01-19;22:17;WE
943;2021-01-20;07:02;WY
943;2021-01-20;22:17;WE
943;2021-01-21;06:17;WY
943;2021-01-21;22:26;WE
943;2021-01-22;06:11;WY
946;2021-01-23;07:00;WE
946;2021-01-23;15:30;WY
985;2021-01-18;05:55;WE
985;2021-01-18;18:07;WY
985;2021-01-19;18:01;WE
985;2021-01-20;06:04;WY
997;2021-01-18;07:52;WE
997;2021-01-18;16:27;WY
997;2021-01-19;07:51;WE
997;2021-01-19;16:25;WY
997;2021-01-20;07:58;WE
997;2021-01-20;16:32;WY
997;2021-01-24;06:26;WE
997;2021-01-24;14:55;WY
999;2021-01-20;07:52;WE
999;2021-01-20;16:26;WY
999;2021-01-21;07:52;WE
999;2021-01-21;16:28;WY
999;2021-01-22;13:49;WE
999;2021-01-22;22:28;WY
999;2021-01-23;13:50;WE
999;2021-01-23;22:40;WY
999;2021-01-24;13:54;WE
999;2021-01-24;22:33;WY
1032;2021-01-18;07:15;WE
1032;2021-01-18;17:04;WY
1032;2021-01-19;07:20;WE
1032;2021-01-19;16:39;WY
1032;2021-01-20;07:19;WE
1032;2021-01-20;16:33;WY
1032;2021-01-21;07:19;WE
1032;2021-01-21;16:35;WY
1087;2021-01-20;06:30;WE
1087;2021-01-20;15:00;WY
1087;2021-01-23;06:30;WE
1087;2021-01-23;15:00;WY
1146;2021-01-18;07:31;WE
1146;2021-01-18;16:55;WY
1146;2021-01-19;07:34;WE
1146;2021-01-19;16:33;WY
1146;2021-01-20;07:34;WE
1146;2021-01-20;16:32;WY
1146;2021-01-22;07:29;WE
1146;2021-01-22;16:32;WY
1175;2021-01-18;05:55;WE
1175;2021-01-18;14:31;WY
1175;2021-01-19;05:51;WE
1175;2021-01-19;14:27;WY
1175;2021-01-20;22:16;WE
1175;2021-01-21;07:03;WY
1175;2021-01-21;22:18;WE
1175;2021-01-22;06:58;WY
1175;2021-01-24;10:27;WE
1175;2021-01-24;18:54;WY
1184;2021-01-21;07:59;WE
1184;2021-01-21;16:23;WY
1184;2021-01-22;08:00;WE
1184;2021-01-22;16:37;WY
