450;2021-02-01;07:53:56;15:53:56;480
450;2021-02-02;07:49:59;15:49:59;480
450;2021-02-03;07:45:43;15:45:43;480
450;2021-02-04;07:53:49;15:53:49;480
450;2021-02-05;07:46:05;15:46:05;480
450;2021-02-08;07:43:58;15:43:58;480
450;2021-02-09;07:53:59;15:53:59;480
450;2021-02-10;07:46:42;15:46:42;480
450;2021-02-11;07:42:02;15:42:02;480
450;2021-02-12;07:45:36;15:45:36;480
450;2021-02-15;07:48:35;15:07:34;450
450;2021-02-16;08:37:04;16:36:55;480
450;2021-02-17;07:48:54;15:48:54;480
450;2021-02-18;07:49:48;15:49:48;480
450;2021-02-19;07:52:52;15:52:52;480
450;2021-02-22;07:55:34;15:55:34;480
450;2021-02-23;07:55:40;15:55:40;480
450;2021-02-24;07:37:56;15:37:56;480
450;2021-02-25;07:41:09;15:41:09;480
450;2021-02-26;07:42:48;15:42:48;480
900;2021-02-01;07:34:18;15:34:18;480
900;2021-02-02;07:47:15;15:47:15;480
900;2021-02-12;07:41:21;15:30:38;450
900;2021-02-13;08:00:00;13:00:00;300
900;2021-02-15;07:30:00;15:30:00;480
900;2021-02-16;07:30:00;15:30:00;480
900;2021-02-17;07:30:00;19:00:00;690
900;2021-02-18;07:30:00;17:00:00;570
900;2021-02-19;07:30:00;19:00:00;600
900;2021-02-22;07:31:03;15:31:03;480
900;2021-02-24;07:39:10;16:51:21;540
900;2021-02-26;08:00:51;15:30:03;420
477;2021-02-01;07:35:06;16:10:17;510
477;2021-02-02;07:11:13;16:06:27;510
477;2021-02-03;07:22:53;16:15:20;510
477;2021-02-04;07:38:11;16:24:53;510
477;2021-02-05;07:37:55;16:10:50;510
477;2021-02-08;07:24:13;16:23:56;540
477;2021-02-09;07:12:40;16:14:53;540
477;2021-02-10;07:36:32;16:28:54;510
477;2021-02-15;07:05:51;16:04:18;510
477;2021-02-16;07:21:11;16:20:23;510
477;2021-02-17;07:37:46;16:10:21;510
477;2021-02-18;07:41:58;15:41:58;480
477;2021-02-19;07:24:32;16:10:47;510
477;2021-02-22;07:24:18;16:01:36;510
477;2021-02-23;07:32:20;16:27:12;510
477;2021-02-24;07:04:09;16:28:35;540
477;2021-02-25;07:36:33;15:36:33;480
477;2021-02-26;08:00:00;16:00:00;480
128;2021-02-02;06:00:00;14:00:00;480
128;2021-02-03;06:00:00;14:00:00;480
128;2021-02-04;06:00:00;14:00:00;480
128;2021-02-05;06:00:00;14:00:00;480
128;2021-02-06;06:00:00;14:00:00;480
128;2021-02-08;22:00:00;06:00:00;480
128;2021-02-09;22:00:00;06:00:00;480
128;2021-02-10;22:00:00;06:00:00;480
128;2021-02-11;22:00:00;06:00:00;480
128;2021-02-12;22:00:00;06:00:00;480
128;2021-02-15;14:00:00;22:00:00;480
128;2021-02-16;14:00:00;22:00:00;480
128;2021-02-17;14:00:00;22:00:00;480
128;2021-02-18;14:00:00;22:00:00;480
128;2021-02-22;06:00:00;14:00:00;480
128;2021-02-23;06:00:00;14:00:00;480
128;2021-02-25;06:00:00;14:00:00;480
128;2021-02-26;06:00:00;14:00:00;480
128;2021-02-27;06:00:00;14:00:00;480
1011;2021-02-01;06:00:00;14:00:00;480
1011;2021-02-02;06:00:00;14:00:00;480
1011;2021-02-04;06:00:00;14:00:00;480
1011;2021-02-05;06:00:00;14:00:00;480
1011;2021-02-08;22:00:00;06:00:00;480
1011;2021-02-09;22:00:00;06:00:00;480
1011;2021-02-10;22:00:00;06:00:00;480
1011;2021-02-11;22:00:00;06:00:00;480
1011;2021-02-12;22:00:00;06:00:00;480
1011;2021-02-15;14:00:00;22:00:00;480
1011;2021-02-16;14:00:00;22:00:00;480
1011;2021-02-17;14:00:00;22:00:00;480
1011;2021-02-18;14:00:00;22:00:00;480
1011;2021-02-19;14:00:00;22:00:00;480
1011;2021-02-22;06:00:00;14:00:00;480
1011;2021-02-23;06:00:00;14:00:00;480
1011;2021-02-24;06:00:00;14:00:00;480
1011;2021-02-25;06:00:00;14:00:00;480
1400;2021-02-01;14:00:00;22:00:00;480
1400;2021-02-02;14:00:00;22:00:00;480
1400;2021-02-03;14:00:00;22:00:00;480
1400;2021-02-04;14:00:00;22:00:00;480
1400;2021-02-05;14:00:00;22:00:00;480
1400;2021-02-08;06:00:00;14:00:00;480
1400;2021-02-09;06:00:00;14:00:00;480
1400;2021-02-10;06:00:00;14:00:00;480
1400;2021-02-11;06:00:00;14:00:00;480
1400;2021-02-15;22:00:00;06:00:00;480
1400;2021-02-16;22:00:00;06:00:00;480
1400;2021-02-17;22:00:00;06:00:00;480
1400;2021-02-18;22:00:00;06:00:00;480
1400;2021-02-19;22:00:00;06:00:00;480
1400;2021-02-22;14:00:00;22:00:00;480
1400;2021-02-23;14:00:00;22:00:00;480
1400;2021-02-24;14:00:00;22:00:00;480
1400;2021-02-25;14:00:00;22:00:00;480
1400;2021-02-26;14:00:00;22:00:00;480
1661;2021-02-01;14:00:00;22:00:00;480
1661;2021-02-02;14:00:00;22:00:00;480
1661;2021-02-03;14:00:00;22:00:00;480
1661;2021-02-04;14:00:00;22:00:00;480
1661;2021-02-05;14:00:00;22:00:00;480
1661;2021-02-08;06:00:00;14:00:00;480
1661;2021-02-09;06:00:00;14:00:00;480
1661;2021-02-10;06:00:00;14:00:00;480
1661;2021-02-11;06:00:00;14:00:00;480
1661;2021-02-12;06:00:00;14:00:00;480
1661;2021-02-15;22:00:00;06:00:00;480
1661;2021-02-16;22:00:00;06:00:00;480
1661;2021-02-17;22:00:00;06:00:00;480
1661;2021-02-18;22:00:00;06:00:00;480
1661;2021-02-19;22:00:00;06:00:00;480
1661;2021-02-22;14:00:00;22:00:00;480
1661;2021-02-23;14:00:00;22:00:00;480
1661;2021-02-24;14:00:00;22:00:00;480
1661;2021-02-25;14:00:00;22:00:00;480
1661;2021-02-26;14:00:00;22:00:00;480
508;2021-02-02;22:00:00;06:00:00;480
508;2021-02-03;22:00:00;06:00:19;420
508;2021-02-04;22:00:00;06:00:00;480
508;2021-02-05;22:00:00;06:00:00;480
508;2021-02-08;14:00:00;22:00:00;480
508;2021-02-09;14:00:00;22:00:00;480
508;2021-02-10;14:00:00;23:35:11;570
508;2021-02-11;14:00:00;22:00:00;480
508;2021-02-15;06:00:00;14:00:00;480
508;2021-02-16;06:00:00;14:00:00;480
508;2021-02-17;06:00:00;14:00:00;480
508;2021-02-18;06:00:00;14:00:00;480
508;2021-02-19;06:00:00;14:00:00;480
508;2021-02-22;22:00:00;06:00:00;480
508;2021-02-23;22:00:00;06:00:00;480
508;2021-02-24;22:00:00;06:00:00;480
1181;2021-02-03;10:32:27;12:12:24;90
1181;2021-02-05;14:01:15;18:04:11;240
1181;2021-02-08;07:57:11;13:30:11;330
1181;2021-02-09;07:20:53;17:38:02;300
1181;2021-02-10;08:18:33;15:12:06;390
1181;2021-02-11;05:30:00;15:15:17;570
1181;2021-02-12;08:54:16;17:40:27;510
1181;2021-02-15;07:21:30;09:38:41;120
383;2021-02-01;07:50:32;11:35:36;240
383;2021-02-02;07:53:43;15:53:43;480
383;2021-02-03;07:56:07;15:56:07;480
383;2021-02-04;08:00:59;16:00:59;480
383;2021-02-05;07:56:36;15:56:36;480
383;2021-02-08;07:59:37;15:59:37;480
383;2021-02-09;07:56:05;15:56:05;480
383;2021-02-10;07:58:01;15:58:01;480
383;2021-02-11;07:49:49;15:49:49;480
383;2021-02-12;07:50:36;15:50:36;480
383;2021-02-15;08:08:05;16:08:05;480
383;2021-02-16;11:53:35;16:10:38;270
383;2021-02-17;07:58:49;15:58:49;480
383;2021-02-18;08:05:41;16:05:41;480
383;2021-02-22;08:02:57;16:02:57;480
383;2021-02-23;09:16:27;16:11:38;420
383;2021-02-24;07:58:00;15:58:00;480
383;2021-02-26;07:52:42;15:52:42;480
1712;2021-02-01;22:00:00;06:00:00;480
1712;2021-02-02;22:00:00;06:00:00;480
1712;2021-02-03;22:00:00;06:00:00;480
1712;2021-02-04;22:00:00;06:00:00;480
1712;2021-02-05;22:00:00;06:00:00;480
1712;2021-02-08;14:00:00;22:00:00;480
1712;2021-02-09;14:00:00;22:00:00;480
1712;2021-02-10;14:00:00;22:00:00;480
1712;2021-02-11;14:00:00;22:00:00;480
1712;2021-02-12;14:00:00;22:00:00;480
1712;2021-02-22;22:00:00;06:00:00;480
1712;2021-02-23;22:00:00;06:00:00;480
1712;2021-02-24;22:00:00;06:00:00;480
1712;2021-02-25;22:00:00;06:00:00;480
1712;2021-02-26;22:00:00;06:00:00;480
769;2021-02-01;06:00:00;14:00:00;480
769;2021-02-02;06:00:00;14:00:00;480
769;2021-02-03;06:00:00;14:00:00;480
769;2021-02-04;06:00:00;14:00:00;480
769;2021-02-05;06:00:00;14:00:00;480
769;2021-02-08;22:00:00;06:00:00;480
769;2021-02-09;22:00:00;06:00:00;480
769;2021-02-10;22:00:00;06:00:00;480
769;2021-02-11;22:00:00;06:00:00;480
769;2021-02-15;14:00:00;22:00:00;480
769;2021-02-16;14:00:00;22:00:00;480
769;2021-02-17;14:00:00;22:00:00;480
769;2021-02-18;14:00:00;22:00:00;480
769;2021-02-19;14:00:00;22:00:00;480
769;2021-02-20;14:00:00;22:00:00;480
769;2021-02-22;06:00:00;14:00:00;480
769;2021-02-23;06:00:00;14:00:00;480
769;2021-02-24;06:00:00;14:00:00;480
769;2021-02-25;06:00:00;14:00:00;480
769;2021-02-26;06:00:00;14:00:00;480
769;2021-02-27;06:00:00;14:00:00;480
2357;2021-02-01;06:00:00;14:00:00;480
2357;2021-02-02;06:00:00;14:00:00;480
2357;2021-02-03;06:00:00;14:00:00;480
2357;2021-02-05;06:00:00;14:00:00;480
2357;2021-02-08;22:00:00;06:00:00;480
2357;2021-02-09;22:00:00;06:00:00;480
2357;2021-02-10;22:00:00;06:00:00;480
2357;2021-02-11;22:00:00;06:00:00;480
2357;2021-02-15;14:00:00;22:00:00;480
2357;2021-02-16;14:00:00;22:00:00;480
2357;2021-02-18;14:00:00;22:00:00;480
2357;2021-02-19;14:00:00;22:00:00;480
2357;2021-02-20;14:00:00;22:00:00;480
2357;2021-02-22;06:00:00;19:00:04;780
2357;2021-02-23;06:00:00;17:00:52;660
2357;2021-02-24;06:00:00;18:00:02;720
2357;2021-02-25;06:00:00;10:00:04;240
2357;2021-02-26;06:00:00;14:00:00;480
625;2021-02-01;06:00:00;14:00:00;480
625;2021-02-02;06:00:00;14:00:00;480
625;2021-02-03;06:00:00;14:00:00;480
625;2021-02-04;06:00:00;14:00:00;480
625;2021-02-05;06:00:00;14:00:00;480
625;2021-02-08;22:00:00;06:00:00;480
625;2021-02-09;22:00:00;06:00:00;480
625;2021-02-10;22:00:00;06:00:00;480
625;2021-02-11;22:00:00;06:00:00;480
625;2021-02-15;14:00:00;22:00:00;480
625;2021-02-16;14:00:00;22:00:00;480
625;2021-02-17;14:00:00;22:00:00;480
625;2021-02-18;14:00:00;22:00:00;480
625;2021-02-19;14:00:00;22:00:00;480
625;2021-02-22;06:00:00;14:00:00;480
625;2021-02-23;06:00:00;14:00:00;480
625;2021-02-24;06:00:00;14:00:00;480
625;2021-02-25;06:00:00;14:00:00;480
625;2021-02-26;06:00:00;14:00:00;480
1147;2021-02-01;06:00:00;14:00:00;480
1147;2021-02-02;06:00:00;14:00:00;480
1147;2021-02-03;06:00:00;14:00:00;480
1147;2021-02-04;06:00:00;14:00:00;480
1147;2021-02-05;06:00:00;14:00:00;480
1147;2021-02-06;06:00:00;14:00:00;480
1147;2021-02-08;22:00:00;06:00:00;480
1147;2021-02-09;22:00:00;06:00:00;480
1147;2021-02-10;22:00:00;06:00:00;480
1147;2021-02-15;14:00:00;22:00:00;480
1147;2021-02-16;14:00:00;22:00:00;480
1147;2021-02-17;14:00:00;22:00:00;480
1147;2021-02-18;14:00:00;22:00:00;480
1147;2021-02-19;14:00:00;22:00:00;480
1147;2021-02-22;06:00:00;14:00:00;480
1147;2021-02-23;06:00:00;14:00:00;480
1147;2021-02-24;06:00:00;14:00:00;480
1147;2021-02-25;06:00:00;14:00:00;480
1147;2021-02-26;06:00:00;14:00:00;480
24;2021-02-01;07:39:59;15:39:59;480
24;2021-02-02;07:38:10;15:38:10;480
24;2021-02-03;07:35:20;15:35:20;480
24;2021-02-04;07:39:31;15:39:31;480
24;2021-02-05;07:33:40;15:33:40;480
190;2021-02-01;07:59:10;15:59:10;480
190;2021-02-02;08:00:02;15:31:13;480
190;2021-02-03;07:56:45;15:56:45;480
190;2021-02-04;07:58:36;15:58:36;480
190;2021-02-05;08:03:10;16:03:10;480
190;2021-02-08;08:03:23;16:03:23;480
190;2021-02-09;07:58:08;15:58:08;480
190;2021-02-10;08:00:34;16:00:34;480
190;2021-02-11;07:30:09;15:30:09;480
190;2021-02-12;07:58:47;15:37:21;480
190;2021-02-15;07:59:26;15:59:26;480
190;2021-02-16;07:58:16;15:58:16;480
190;2021-02-17;07:59:54;15:59:54;480
190;2021-02-18;08:00:29;16:00:29;480
190;2021-02-19;07:59:45;15:05:12;450
190;2021-02-22;07:59:32;15:59:32;480
190;2021-02-23;07:59:19;15:59:19;480
190;2021-02-24;08:27:29;16:27:29;480
190;2021-02-25;07:55:57;15:55:57;480
190;2021-02-26;08:00:16;15:00:26;420
1854;2021-02-01;06:00:00;14:00:00;480
1854;2021-02-02;06:00:00;14:00:00;480
1854;2021-02-03;06:00:00;14:00:00;480
1854;2021-02-04;06:00:00;14:00:00;480
1854;2021-02-05;06:00:00;14:00:00;480
1854;2021-02-09;22:00:00;06:00:00;480
1854;2021-02-10;22:00:00;06:00:00;480
1854;2021-02-11;22:00:00;06:00:00;480
1854;2021-02-15;14:00:00;22:00:00;480
1854;2021-02-16;14:00:00;22:00:00;480
1854;2021-02-17;14:00:00;22:00:00;480
1854;2021-02-18;14:00:00;22:00:00;480
1854;2021-02-19;14:00:00;22:00:00;480
1854;2021-02-22;06:00:00;14:00:00;480
1854;2021-02-23;06:00:00;14:00:00;480
1115;2021-02-01;07:36:50;15:36:50;480
1115;2021-02-02;07:31:58;15:31:58;480
1115;2021-02-03;07:39:27;15:39:27;480
1115;2021-02-04;07:37:45;15:37:45;480
1115;2021-02-05;07:33:45;15:33:45;480
1115;2021-02-08;07:37:43;15:37:43;480
1115;2021-02-09;07:34:26;15:34:26;480
1115;2021-02-10;07:37:32;15:37:32;480
1115;2021-02-11;07:34:36;15:34:36;480
1115;2021-02-12;07:36:19;15:36:19;480
1115;2021-02-15;07:42:54;15:42:54;480
1115;2021-02-16;07:33:26;15:33:26;480
1115;2021-02-17;07:34:09;15:34:09;480
1115;2021-02-18;07:38:16;15:38:16;480
1115;2021-02-19;07:32:31;15:32:31;480
1115;2021-02-22;07:36:26;15:36:26;480
1115;2021-02-23;07:29:11;15:29:11;480
1115;2021-02-24;07:34:00;15:34:00;480
1115;2021-02-25;07:27:49;15:27:49;480
1115;2021-02-26;07:41:25;15:41:25;480
81;2021-02-02;07:55:52;15:55:52;480
81;2021-02-04;07:00:17;10:36:22;240
81;2021-02-09;07:21:46;15:21:46;480
81;2021-02-11;07:57:51;15:57:51;480
81;2021-02-16;07:51:57;15:51:57;480
81;2021-02-18;07:47:17;14:31:09;420
81;2021-02-23;07:55:45;15:55:45;480
81;2021-02-25;07:20:49;15:20:49;480
81;2021-02-26;07:49:49;15:49:49;480
1775;2021-02-01;07:57:57;12:42:30;300
1775;2021-02-02;07:58:41;15:58:41;480
1775;2021-02-03;07:57:41;15:57:41;480
1775;2021-02-04;08:00:42;16:00:42;480
1775;2021-02-05;07:58:29;15:58:29;480
1775;2021-02-08;07:58:19;15:58:19;480
1775;2021-02-09;07:59:32;15:59:32;480
1775;2021-02-10;08:00:43;15:10:55;450
1775;2021-02-11;07:58:59;15:58:59;480
1775;2021-02-12;07:58:45;15:58:45;480
1775;2021-02-17;07:58:21;15:58:21;480
1775;2021-02-18;08:00:12;16:00:12;480
1775;2021-02-19;07:56:41;15:56:41;480
1775;2021-02-22;07:59:27;15:59:27;480
1775;2021-02-23;07:57:23;15:57:23;480
1775;2021-02-24;08:12:06;15:09:56;420
1775;2021-02-25;07:55:17;15:10:24;450
1775;2021-02-26;07:57:32;15:57:32;480
573;2021-02-01;06:00:00;14:00:00;480
573;2021-02-02;06:00:00;13:00:45;420
573;2021-02-03;06:00:00;14:00:00;480
573;2021-02-04;06:27:55;15:33:58;540
573;2021-02-05;06:00:00;14:00:00;480
573;2021-02-06;06:00:00;14:00:00;480
573;2021-02-08;06:00:00;14:00:00;480
573;2021-02-09;06:00:00;14:00:00;480
573;2021-02-10;06:00:00;14:00:00;480
573;2021-02-11;06:00:00;14:00:00;480
573;2021-02-15;06:00:00;14:00:00;480
573;2021-02-16;06:00:00;14:00:00;480
573;2021-02-17;06:00:00;14:00:00;480
573;2021-02-18;06:00:00;14:00:00;480
573;2021-02-19;06:00:00;14:00:00;480
573;2021-02-22;06:00:00;14:00:00;480
573;2021-02-23;06:00:00;14:00:00;480
573;2021-02-24;06:00:00;14:00:00;480
573;2021-02-25;06:00:00;14:00:00;480
573;2021-02-26;06:00:00;14:00:00;480
573;2021-02-27;06:00:00;14:00:00;480
1840;2021-02-01;06:00:00;14:00:00;480
1840;2021-02-02;06:00:00;14:00:00;480
1840;2021-02-03;06:00:00;14:00:00;480
1840;2021-02-04;06:00:00;14:00:00;480
1840;2021-02-05;06:00:00;14:00:00;480
1840;2021-02-06;06:00:00;14:00:00;480
1840;2021-02-09;06:00:00;14:00:00;480
1840;2021-02-10;06:00:00;14:00:00;480
1840;2021-02-11;06:00:00;14:00:00;480
1840;2021-02-12;06:16:21;14:16:21;480
1840;2021-02-15;06:00:00;14:00:00;480
1840;2021-02-16;06:00:00;14:00:00;480
1840;2021-02-17;06:00:00;14:00:00;480
1840;2021-02-18;06:00:00;14:00:00;480
1840;2021-02-19;06:00:00;14:00:00;480
1840;2021-02-20;06:00:00;12:01:11;360
1840;2021-02-22;06:00:00;14:00:00;480
1840;2021-02-23;06:00:00;14:00:00;480
1840;2021-02-24;06:00:00;14:00:00;480
1840;2021-02-25;06:00:00;14:00:00;480
1840;2021-02-26;06:00:00;14:00:00;480
1840;2021-02-27;06:00:00;14:00:00;480
1743;2021-02-01;06:00:00;14:00:00;480
1743;2021-02-02;06:00:00;14:00:00;480
1743;2021-02-03;06:00:00;14:00:00;480
1743;2021-02-04;06:00:00;14:00:00;480
1743;2021-02-05;06:00:00;14:00:00;480
1743;2021-02-08;06:00:00;14:00:00;480
1743;2021-02-09;06:00:00;14:00:00;480
1743;2021-02-10;06:00:00;14:00:00;480
1743;2021-02-11;06:00:00;14:00:00;480
1743;2021-02-15;06:00:00;14:00:00;480
1743;2021-02-16;06:00:00;14:00:00;480
1743;2021-02-17;06:00:00;14:00:00;480
1743;2021-02-18;06:00:00;14:00:00;480
1743;2021-02-19;06:00:00;14:00:00;480
1743;2021-02-22;06:00:00;14:00:00;480
1743;2021-02-23;06:00:00;14:00:00;480
1743;2021-02-24;06:00:00;14:00:00;480
1743;2021-02-25;06:00:00;14:00:00;480
1743;2021-02-26;06:00:00;14:00:00;480
1743;2021-02-27;06:00:00;14:00:00;480
236;2021-02-01;22:00:00;06:00:00;480
236;2021-02-02;22:00:00;06:00:00;480
236;2021-02-03;22:00:00;06:00:00;480
236;2021-02-04;22:00:00;06:00:00;480
236;2021-02-05;22:00:00;06:00:00;480
236;2021-02-08;14:00:00;22:00:00;480
236;2021-02-09;14:00:00;22:00:00;480
236;2021-02-10;06:00:00;14:00:00;480
236;2021-02-11;14:00:00;22:00:00;480
236;2021-02-15;06:00:00;14:00:00;480
236;2021-02-16;06:00:00;14:00:00;480
236;2021-02-17;06:00:00;14:00:00;480
236;2021-02-18;06:00:00;14:00:00;480
236;2021-02-22;22:00:00;06:00:00;480
236;2021-02-23;22:00:00;06:00:00;480
2358;2021-02-01;06:00:00;14:00:00;480
2358;2021-02-02;06:00:00;14:00:00;480
2358;2021-02-04;06:00:00;14:00:00;480
2358;2021-02-05;06:00:00;14:00:00;480
2358;2021-02-08;06:00:00;14:00:00;480
2358;2021-02-09;06:00:00;14:00:00;480
2358;2021-02-10;06:00:00;14:00:00;480
2358;2021-02-11;06:00:00;14:00:00;480
2358;2021-02-15;06:00:00;14:00:00;480
2358;2021-02-16;06:00:00;14:00:00;480
2358;2021-02-17;06:00:00;14:00:00;480
2358;2021-02-18;06:00:00;14:00:00;480
2358;2021-02-22;06:00:00;14:00:00;480
2358;2021-02-23;06:00:00;14:00:00;480
2358;2021-02-24;06:00:00;14:00:00;480
2358;2021-02-25;06:00:00;14:00:00;480
2358;2021-02-26;06:00:00;14:00:00;480
924;2021-02-01;06:00:00;14:00:00;480
924;2021-02-02;06:00:00;14:00:00;480
924;2021-02-03;06:00:00;14:00:00;480
924;2021-02-08;14:00:00;22:00:00;480
924;2021-02-09;14:00:00;22:00:00;480
924;2021-02-10;14:00:00;22:00:00;480
1352;2021-02-01;14:00:00;22:00:00;480
1352;2021-02-02;14:00:00;22:00:00;480
1352;2021-02-03;14:00:00;22:00:00;480
1352;2021-02-04;14:00:00;22:00:00;480
1352;2021-02-05;14:00:00;22:00:00;480
1352;2021-02-08;06:00:00;14:00:00;480
1352;2021-02-09;06:00:00;16:00:32;600
1352;2021-02-10;06:00:00;14:00:00;480
1352;2021-02-11;06:00:00;14:00:00;480
1352;2021-02-12;06:00:00;14:00:00;480
1352;2021-02-13;06:00:00;12:00:03;360
1352;2021-02-15;22:00:00;06:00:00;480
1352;2021-02-16;22:00:00;06:00:00;480
1352;2021-02-17;22:00:00;06:00:00;480
1352;2021-02-18;22:00:00;06:00:00;480
1352;2021-02-19;22:00:00;06:00:00;480
1352;2021-02-22;14:00:00;22:00:00;480
1352;2021-02-23;14:00:00;22:00:00;480
1352;2021-02-25;11:37:52;19:37:52;480
1352;2021-02-26;14:00:00;22:00:00;480
1386;2021-02-01;06:00:00;14:00:00;480
1386;2021-02-02;06:00:00;14:00:00;480
1386;2021-02-03;06:00:00;14:00:00;480
1386;2021-02-08;22:00:00;06:00:00;480
1386;2021-02-09;22:00:00;06:00:00;480
1386;2021-02-10;22:00:00;06:00:00;480
1386;2021-02-11;22:00:00;06:00:00;480
1386;2021-02-12;22:00:00;06:00:00;480
